date,open,high,low,close,volume,adjclose,dividends,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower,GDP,UNRATE,CPIAUCSL,world_index,consumer_goods,consumer_services,technology,financials,Revenue,Revenue Growth (YoY),Cost of Revenue,Gross Profit,"Selling, General & Admin",Other Operating Expenses,Operating Expenses,Operating Income,Interest Expense / Income,Pretax Income,Income Tax,Net Income,Net Income Growth,Shares Outstanding (Basic),Shares Outstanding (Diluted),Shares Change,EPS (Basic),EPS (Diluted),EPS Growth,Free Cash Flow,Free Cash Flow Per Share,Dividend Per Share,Dividend Growth,Gross Margin,Operating Margin,Profit Margin,Free Cash Flow Margin,Effective Tax Rate,EBITDA,EBITDA Margin,Depreciation & Amortization,EBIT,EBIT Margin
2015-11-03,124.2300033569336,126.04000091552734,123.80999755859376,125.66000366210938,4313700,104.2205810546875,0.0,1.004742354477317,1.0047459749567222,98.4372673034668,94.20140113830568,102.43602211865117,0.0477294513222371,-286.8691883351415,-275.43405764774826,104.70365568906398,99.26132386415868,18467.70513043478,5.093333333333333,237.99993333333333,72.2300033569336,"5,339.80",750.68,231.11,93.43,24829,0.042800000000000005,16464,8365,4299,419,4718,3647,84,3563,1329,2234,0.0898,1283,1289,-0.0473,1.74,1.73,0.1382,2150,1.68,0.59,0.2553,0.3369,0.1469,0.09,0.0866,0.373,4108,0.1655,461,3647,0.1469
2015-11-04,125.4800033569336,125.87000274658205,124.62000274658205,125.37999725341795,4101200,103.98836517333984,0.0,-0.2228285854935396,-0.2228119235161529,98.6856217956543,94.2986185836792,102.64300119260966,0.047986222736887,-400.0366764239795,-317.1546505558759,104.75506391199106,99.68515444128045,18468.69204347826,5.09,237.9914,71.94999694824219,"5,351.66",752.3,229.73,93.9,24829,0.042800000000000005,16464,8365,4299,419,4718,3647,84,3563,1329,2234,0.0898,1283,1289,-0.0473,1.74,1.73,0.1382,2150,1.68,0.59,0.2553,0.3369,0.1469,0.09,0.0866,0.373,4108,0.1655,461,3647,0.1469
2015-11-05,125.45999908447266,126.01000213623048,124.9499969482422,125.72000122070312,3059400,104.27033996582033,0.0,0.2711787962460521,0.2711599437210443,98.85775756835938,94.38687484741212,102.85997969570442,0.0479723047508929,-466.91766818923264,-384.607844316118,104.9550886626748,99.87162184757912,18469.67895652174,5.086666666666666,237.98286666666667,72.22000122070312,"5,294.68",752.6,231.25,94.59,24829,0.042800000000000005,16464,8365,4299,419,4718,3647,84,3563,1329,2234,0.0898,1283,1289,-0.0473,1.74,1.73,0.1382,2150,1.68,0.59,0.2553,0.3369,0.1469,0.09,0.0866,0.373,4108,0.1655,461,3647,0.1469
2015-11-06,125.2699966430664,126.11000061035156,124.81999969482422,125.9800033569336,3752000,104.48599243164062,0.0,0.2068104786079549,0.2068205262311551,99.00565521240236,94.47906745910645,103.07678139382924,0.047967842433879,-455.88718693000175,-440.94717718107137,105.16317416271494,100.04920224109368,18470.66586956522,5.083333333333333,237.97433333333333,71.77999877929688,"5,250.81",742.68,228.79,93.5,24829,0.042800000000000005,16464,8365,4299,419,4718,3647,84,3563,1329,2234,0.0898,1283,1289,-0.0473,1.74,1.73,0.1382,2150,1.68,0.59,0.2553,0.3369,0.1469,0.09,0.0866,0.373,4108,0.1655,461,3647,0.1469
2015-11-09,125.8000030517578,126.12000274658205,123.70999908447266,124.5,4988800,103.25850677490234,0.0,-1.174792282502457,-1.1747848952493367,99.13131317138672,94.56108028411865,103.101011444639,0.0430414941738787,-486.1919750538459,-469.6656100576935,105.18434197814362,100.24367392151456,18473.626608695653,5.073333333333333,237.9487333333333,71.02999877929688,"5,266.42",747.97,226.64,93.96,24829,0.042800000000000005,16464,8365,4299,419,4718,3647,84,3563,1329,2234,0.0898,1283,1289,-0.0473,1.74,1.73,0.1382,2150,1.68,0.59,0.2553,0.3369,0.1469,0.09,0.0866,0.373,4108,0.1655,461,3647,0.1469
2015-11-10,124.48999786376952,125.41000366210938,124.04000091552734,125.26000213623048,3872900,103.88885498046876,0.0,0.6104434829160343,0.6104564410761126,99.2870718383789,94.6511446762085,103.2060572494163,0.0408479179417545,-470.0292068758424,-470.7027896198968,105.22635685301678,100.50438579224688,18474.61352173913,5.069999999999999,237.9402,71.16999816894531,"5,264.33",743.39,226.33,93.77,24829,0.042800000000000005,16464,8365,4299,419,4718,3647,84,3563,1329,2234,0.0898,1283,1289,-0.0473,1.74,1.73,0.1382,2150,1.68,0.59,0.2553,0.3369,0.1469,0.09,0.0866,0.373,4108,0.1655,461,3647,0.1469
2015-11-11,125.43000030517578,125.43000030517578,124.5199966430664,124.70999908447266,3240200,103.43265533447266,0.0,-0.4390891285149689,-0.4391227972257994,99.48015274047852,94.740643119812,103.2362703274238,0.0363270185018896,-481.7266291196269,-479.3159370164385,104.90859817372686,101.19038864267938,18475.60043478261,5.066666666666666,237.93166666666667,71.08999633789062,"5,184.64",736.35,224.32,92.28,24829,0.042800000000000005,16464,8365,4299,419,4718,3647,84,3563,1329,2234,0.0898,1283,1289,-0.0473,1.74,1.73,0.1382,2150,1.68,0.59,0.2553,0.3369,0.1469,0.09,0.0866,0.373,4108,0.1655,461,3647,0.1469
2015-11-12,124.18000030517578,124.97000122070312,123.05999755859376,123.80999755859376,4285700,102.68622589111328,0.0,-0.7216755131794095,-0.7216574310556223,99.60174087524416,94.81464992523192,103.16293106924908,0.0358458363935801,-500.8658381277865,-484.207224707752,104.74312109228592,101.52174325707932,18476.587347826087,5.0633333333333335,237.9231333333333,70.20999908447266,"5,115.57",719.83,219.73,91.52,24829,0.042800000000000005,16464,8365,4299,419,4718,3647,84,3563,1329,2234,0.0898,1283,1289,-0.0473,1.74,1.73,0.1382,2150,1.68,0.59,0.2553,0.3369,0.1469,0.09,0.0866,0.373,4108,0.1655,461,3647,0.1469
2015-11-13,123.0999984741211,123.25,119.9000015258789,120.0,8728800,99.5262680053711,0.0,-3.077293945338011,-3.0772947961812847,99.65813888549803,94.88592292785644,102.67804266073202,0.0481395336852976,-327.55192157670854,-436.7147962747074,105.2331408381919,100.80447436566553,18477.574260869565,5.06,237.9146,69.72000122070312,"5,186.77",727.21,222.79,92.61,24829,0.042800000000000005,16464,8365,4299,419,4718,3647,84,3563,1329,2234,0.0898,1283,1289,-0.0473,1.74,1.73,0.1382,2150,1.68,0.59,0.2553,0.3369,0.1469,0.09,0.0866,0.373,4108,0.1655,461,3647,0.1469
2015-11-16,120.0500030517578,121.02999877929688,118.61000061035156,120.83999633789062,7785700,100.2229461669922,0.0,0.6999969482421875,0.6999942583836294,99.7646319580078,94.96063850402832,102.35069646156671,0.0472204575349258,-244.8342105610702,-357.75065675518846,105.44166940910104,100.40850530403374,18480.535,5.05,237.889,70.77999877929688,"5,159.61",729.87,222.57,92.44,24829,0.042800000000000005,16464,8365,4299,419,4718,3647,84,3563,1329,2234,0.0898,1283,1289,-0.0473,1.74,1.73,0.1382,2150,1.68,0.59,0.2553,0.3369,0.1469,0.09,0.0866,0.373,4108,0.1655,461,3647,0.1469
2015-11-17,124.86000061035156,126.33999633789062,123.0999984741211,126.18000030517578,10517100,104.65186309814452,0.0,4.4190699512713705,4.419064795573702,99.92636199951173,95.04602504730224,102.6575186797771,0.0640276417581412,-180.57108961237128,-250.9857405833834,105.64292208469676,100.48344052516651,18481.52191304348,5.046666666666667,237.88046666666665,70.86000061035156,"5,245.22",740.74,226.09,94.03,24829,0.042800000000000005,16464,8365,4299,419,4718,3647,84,3563,1329,2234,0.0898,1283,1289,-0.0473,1.74,1.73,0.1382,2150,1.68,0.59,0.2553,0.3369,0.1469,0.09,0.0866,0.373,4108,0.1655,461,3647,0.1469
2015-11-18,126.44000244140624,126.7300033569336,124.66000366210938,126.54000091552734,6502000,104.95046997070312,0.0,0.2853071877324975,0.285333546597788,100.1348699951172,95.12812740325928,102.96324551856723,0.0637268064434398,-168.22076378481734,-197.875354652753,105.87974306892846,100.51534207511452,18482.50882608696,5.043333333333333,237.8719333333333,71.5199966430664,"5,275.04",739.23,227.33,94.1,24829,0.042800000000000005,16464,8365,4299,419,4718,3647,84,3563,1329,2234,0.0898,1283,1289,-0.0473,1.74,1.73,0.1382,2150,1.68,0.59,0.2553,0.3369,0.1469,0.09,0.0866,0.373,4108,0.1655,461,3647,0.1469
2015-11-19,126.52999877929688,127.62000274658205,125.9499969482422,126.86000061035156,4662200,105.2158660888672,0.0,0.2528842204117199,0.2528774937722078,100.34006042480468,95.20918849945068,103.26359492794056,0.0629135916271336,-148.65850550273126,-165.81678629997336,106.13068779288956,100.47174445808702,18483.495739130434,5.04,237.8634,71.55000305175781,"5,280.47",744.98,229.17,94.33,24829,0.042800000000000005,16464,8365,4299,419,4718,3647,84,3563,1329,2234,0.0898,1283,1289,-0.0473,1.74,1.73,0.1382,2150,1.68,0.59,0.2553,0.3369,0.1469,0.09,0.0866,0.373,4108,0.1655,461,3647,0.1469
2015-11-20,127.36000061035156,130.2100067138672,127.08999633789062,130.2100067138672,8191900,107.99427795410156,0.0,2.6407110889153484,2.6406776549153577,100.58506057739258,95.30393745422364,103.89435266476204,0.0676234348436564,-91.514802333015,-136.13135720685463,107.05695775561254,100.00993067212184,18484.482652173912,5.036666666666666,237.85486666666665,71.83000183105469,"5,314.82",747.26,227.96,94.09,24829,0.042800000000000005,16464,8365,4299,419,4718,3647,84,3563,1329,2234,0.0898,1283,1289,-0.0473,1.74,1.73,0.1382,2150,1.68,0.59,0.2553,0.3369,0.1469,0.09,0.0866,0.373,4108,0.1655,461,3647,0.1469
2015-11-23,130.2100067138672,132.63999938964844,130.2100067138672,132.5,6329700,109.89356231689452,0.0,1.7586922418067363,1.7586898109547722,100.87982406616212,95.41104118347168,104.69424728504636,0.0692785969036904,-62.12714933603054,-100.766819057259,108.37398710203564,99.31410951661672,18487.443391304347,5.026666666666666,237.82926666666663,71.38999938964844,"5,329.08",744.64,228.49,93.86,24829,0.042800000000000005,16464,8365,4299,419,4718,3647,84,3563,1329,2234,0.0898,1283,1289,-0.0473,1.74,1.73,0.1382,2150,1.68,0.59,0.2553,0.3369,0.1469,0.09,0.0866,0.373,4108,0.1655,461,3647,0.1469
2015-11-24,131.92999267578125,133.92999267578125,131.74000549316406,133.60000610351562,6672700,110.805908203125,0.0,0.8301932856721761,0.8302086737343117,101.16878158569337,95.51319297790528,105.50913540745684,0.0692664098545042,-50.94057734427212,-68.19417633777263,109.70372139304172,98.7416017881106,18488.430304347825,5.023333333333333,237.8207333333333,71.70999908447266,"5,351.46",748.32,227.73,93.9,24829,0.042800000000000005,16464,8365,4299,419,4718,3647,84,3563,1329,2234,0.0898,1283,1289,-0.0473,1.74,1.73,0.1382,2150,1.68,0.59,0.2553,0.3369,0.1469,0.09,0.0866,0.373,4108,0.1655,461,3647,0.1469
2015-11-25,133.69000244140625,135.24000549316406,133.5500030517578,134.64999389648438,5300900,111.6767578125,0.0,0.7859189708084413,0.7859234435212636,101.44795196533204,95.62116893768312,106.33148506146262,0.0678102835784493,-41.69116513620048,-51.58629727216779,111.02777158850247,98.31577546960295,18489.417217391303,5.02,237.8122,71.69000244140625,"5,354.75",747.14,228.12,94.23,24829,0.042800000000000005,16464,8365,4299,419,4718,3647,84,3563,1329,2234,0.0898,1283,1289,-0.0473,1.74,1.73,0.1382,2150,1.68,0.59,0.2553,0.3369,0.1469,0.09,0.0866,0.373,4108,0.1655,461,3647,0.1469
2015-11-27,134.80999755859375,135.47000122070312,134.52999877929688,134.74000549316406,3337700,111.75140380859376,0.0,0.0668485709318877,0.0668411203511798,101.72712295532229,95.72196426391602,107.05414089441344,0.0672351264532169,-40.67969486043096,-44.43714578030126,112.13944409024415,98.1255484329492,18491.39104347826,5.013333333333334,237.79513333333333,71.47000122070312,"5,304.32",740.72,228.44,93.93,24829,0.042800000000000005,16464,8365,4299,419,4718,3647,84,3563,1329,2234,0.0898,1283,1289,-0.0473,1.74,1.73,0.1382,2150,1.68,0.59,0.2553,0.3369,0.1469,0.09,0.0866,0.373,4108,0.1655,461,3647,0.1469
2015-11-30,135.1999969482422,135.32000732421875,133.00999450683594,133.8800048828125,8057900,111.03814697265624,0.0,-0.6382667175972467,-0.6382531329621188,102.03830795288086,95.82029582977296,107.5853417048458,0.0677894856530188,-44.910162298846,-42.427007431825885,112.9240461002492,98.19023765219218,18494.351782608697,5.003333333333333,237.76953333333333,71.62000274658203,"5,348.64",748.88,230.87,94.99,21819,0.0635,14254,7565,4161,423,4584,2981,240,2741,1016,1725,0.1223,1268,1274,-0.045,1.36,1.35,0.1739,1070,0.84,0.59,0.2553,0.3467,0.1366,0.0791,0.049,0.37070000000000003,3450,0.15810000000000002,469,2981,0.1366
2015-12-01,133.52000427246094,134.6300048828125,133.25999450683594,134.42999267578125,5267600,111.98782348632812,0.59,0.4108065229383228,0.8552704989806204,102.344268951416,95.9229266357422,108.17233927571012,0.0680185650222148,-39.2774429673366,-41.62243337553793,113.80602957535544,98.1886519737168,18495.33869565217,5.0,237.761,72.05999755859375,"5,303.84",744.17,229.52,93.79,21819,0.0635,14254,7565,4161,423,4584,2981,240,2741,1016,1725,0.1223,1268,1274,-0.045,1.36,1.35,0.1739,1070,0.84,0.59,0.2553,0.3467,0.1366,0.0791,0.049,0.37070000000000003,3450,0.15810000000000002,469,2981,0.1366
2015-12-02,134.55999755859375,134.64999389648438,133.57000732421875,133.80999755859375,5022700,111.47132110595705,0.0,-0.4612029688068286,-0.4612129821722543,102.65283828735352,96.02301574707032,108.61220351974303,0.0682708731425637,-42.34092079457924,-42.17617535358736,114.48797230029308,98.23178325390614,18496.325608695654,4.993548387096774,237.7574838709677,71.69000244140625,"5,242.93",735.37,226.5,92.36,21819,0.0635,14254,7565,4161,423,4584,2981,240,2741,1016,1725,0.1223,1268,1274,-0.045,1.36,1.35,0.1739,1070,0.84,0.59,0.2553,0.3467,0.1366,0.0791,0.049,0.37070000000000003,3450,0.15810000000000002,469,2981,0.1366
