date,open,high,low,close,volume,adjclose,dividends,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower,GDP,UNRATE,CPIAUCSL,world_index,consumer_goods,consumer_services,technology,financials,Revenue,Revenue Growth (YoY),Cost of Revenue,Gross Profit,"Selling, General & Admin",Other Operating Expenses,Operating Expenses,Operating Income,Interest Expense / Income,Pretax Income,Income Tax,Net Income,Net Income Growth,Shares Outstanding (Basic),Shares Outstanding (Diluted),Shares Change,EPS (Basic),EPS (Diluted),EPS Growth,Free Cash Flow,Free Cash Flow Per Share,Dividend Per Share,Dividend Growth,Gross Margin,Operating Margin,Profit Margin,Free Cash Flow Margin,Effective Tax Rate,EBITDA,EBITDA Margin,EBIT,EBIT Margin
2019-09-19,146.8000030517578,148.41000366210938,146.75,146.94000244140625,952300,133.7742462158203,0.0,0.3208856535714233,0.3209068330017661,134.32932373046876,124.64960540771484,133.9991623185957,0.0671493406254136,-112.57504965231142,-113.09450177149,137.45807166937033,130.6054613506492,21875.24547826087,3.56,256.9508,92.7699966430664,"6,147.29",1102.43,428.77,132.95,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-09-20,146.55999755859375,148.3300018310547,146.07000732421875,146.27999877929688,2418600,133.17337036132812,0.0,-0.449165408427532,-0.4491715494496451,134.2322348022461,124.73663734436036,133.88905672429334,0.067039963407664,-119.00153567214625,-116.24276566774536,137.44532702943675,130.55111004331715,21877.50752173913,3.563333333333333,256.97523333333334,92.37999725341795,"6,167.02",1102.62,429.39,133.24,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-09-23,146.17999267578125,147.38999938964844,145.8300018310547,146.5399932861328,823800,133.41006469726562,0.0,0.1777375642641354,0.1777339833746838,134.12249389648437,124.84006763458252,133.82519112068965,0.0667946984437998,-116.47004296944486,-116.01554276463412,137.28987438512672,130.94203326868188,21884.29365217392,3.5733333333333333,257.0485333333333,92.22000122070312,"6,149.86",1090.78,423.22,132.28,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-09-24,146.88999938964844,148.2100067138672,146.4199981689453,146.75,1056200,133.60122680664062,0.0,0.1433101702530637,0.1432891212584275,133.99049713134767,124.95014823913574,133.7953292121498,0.0643753560792577,-114.42552642873812,-116.63236835677638,137.2916000675469,130.95855862385932,21886.55569565217,3.5766666666666667,257.0729666666667,91.66999816894533,"6,192.63",1098.86,429.24,133.1,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-09-25,146.85000610351562,147.00999450683594,145.77999877929688,146.85000610351562,839000,133.6923065185547,0.0,0.0681472596358645,0.068172811052003,133.86466796875,125.06551860809326,133.7815928530038,0.0632179125486263,-113.45141090898407,-114.78232676905566,137.29352816786246,131.0057210997157,21888.817739130434,3.58,257.09740000000005,91.93000030517578,"6,224.91",1089.4,428.55,132.95,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-09-26,146.89999389648438,148.41000366210938,146.8300018310547,148.10000610351562,799900,134.83033752441406,0.0,0.8512086809985275,0.8512314848135416,133.80162414550782,125.18908584594726,133.92142547585848,0.0544284799510003,-104.29144953425411,-110.72279562399208,137.32701214082078,131.2012318777339,21891.079782608696,3.583333333333333,257.12183333333337,91.9800033569336,"6,212.92",1084.54,422.49,132.63,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-09-27,148.5399932861328,148.64999389648438,147.14999389648438,148.0,1204100,134.7392578125,0.0,-0.0675260630615515,-0.0675513490408397,133.73078216552733,125.32128463745116,134.03046978741068,0.0526490598514377,-197.53620812499605,-138.4263561894114,137.3635553541733,131.33295953840485,21893.341826086955,3.586666666666667,257.1462666666667,91.58000183105467,"6,255.83",1092.15,426.52,132.54,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-09-30,147.97999572753906,149.3800048828125,147.97999572753906,148.69000244140625,886500,135.367431640625,0.0,0.466217865815044,0.4662144042675065,133.71741760253906,125.45196891784668,134.20873136783925,0.0522228611806323,-175.83795652448163,-159.22187139457722,137.44850889573578,131.47728150953768,21900.127956521737,3.5966666666666667,257.2195666666667,91.77999877929688,"6,218.37",1085.05,422.05,130.39,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-10-01,149.27000427246094,149.5800018310547,145.52000427246094,145.5500030517578,1236600,132.5087890625,0.0,-2.111775733466548,-2.11176539547131,133.6562969970703,125.5706428527832,133.98207239379403,0.0563157735062102,-249.8195837606624,-207.73124947004663,137.49851017456632,131.31545466918368,21902.39,3.6,257.244,90.81999969482422,"6,095.13",1069.02,414.24,128.16,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-10-02,144.8300018310547,145.07000732421875,141.75999450683594,142.38999938964844,1376000,129.6319122314453,0.0,-2.171077702406965,-2.1710837835049235,133.57766357421875,125.67918495178225,133.4020510388142,0.0599214546078412,-155.09042092364368,-193.5826537362625,137.75313021238745,130.42679379884302,21900.26090217391,3.6,257.2620322580645,89.0199966430664,"6,138.54",1072.74,419.86,128.82,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-10-03,142.1199951171875,142.39999389648438,140.69000244140625,141.72999572753906,1215300,129.03106689453125,0.0,-0.4635182702004803,-0.4635010982799614,133.4625634765625,125.78749809265136,132.8192531529098,0.0598727402179364,-131.14664057739674,-178.68554842056756,137.64101449738808,129.70171621550253,21898.131804347824,3.6,257.2800645161291,89.9000015258789,"6,225.90",1084.38,426.79,130.82,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-10-04,142.0,145.2100067138672,141.8000030517578,144.9600067138672,1229400,131.97164916992188,0.0,2.278988981653174,2.278972301914095,133.4127944946289,125.91333423614502,132.7062392885114,0.0641788083698286,-98.06922238528016,-128.1020946287735,136.70051851066324,129.99947233406334,21896.00270652174,3.6,257.2980967741936,90.79000091552734,"6,179.19",1081.65,425.73,130.25,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-10-07,144.63999938964844,144.63999938964844,143.05999755859375,143.14999389648438,891500,130.32382202148438,0.0,-1.2486290932336552,-1.248622078152417,133.30399017333986,126.03155788421633,132.38858365290778,0.0619321396348718,-116.60496211048462,-115.27360835772048,136.465300108121,129.68116900808994,21889.61541304348,3.6,257.3521935483871,90.73999786376952,"6,103.19",1070.13,417.71,128.11,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-10-08,142.42999267578125,142.42999267578125,140.60000610351562,140.6300048828125,1148500,128.0295867919922,0.0,-1.7603835984052796,-1.7604112539869932,133.17085205078126,126.14654670715332,131.8073840714524,0.061374106862624,-139.98246427861406,-118.21888292479292,136.8680346615822,128.7376492373436,21887.48631521739,3.6,257.37022580645163,89.44000244140625,"6,146.65",1078.68,423.47,129.25,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-10-09,141.39999389648438,141.6699981689453,140.6199951171875,141.3000030517578,724800,128.63958740234375,0.0,0.476426186220813,0.4764528462804618,133.0701983642578,126.27022567749025,131.38501118223792,0.0616723035710796,-133.1895811987161,-129.9256691959382,137.04390769001296,128.1129511356706,21885.357217391305,3.6,257.3882580645161,89.9800033569336,"6,167.05",1084.05,425.88,130.18,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-10-10,141.16000366210938,142.60000610351562,140.7899932861328,141.55999755859375,846200,128.8762969970703,0.0,0.1840017701490781,0.1840099144489793,132.99238922119142,126.41044189453125,131.0505159575489,0.0616066479954265,-130.55361563805727,-134.57522037179578,136.87405610018232,127.66919188565754,21883.228119565218,3.6,257.4062903225807,90.7699966430664,"6,198.93",1095.52,432.56,131.44,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-10-11,143.16000366210938,143.83999633789062,142.4199981689453,142.60000610351562,1187500,129.8231201171875,0.0,0.7346768598886166,0.7346759196058539,132.9487289428711,126.53506996154783,130.88686317883406,0.0619786176879823,-120.0099233152029,-127.91770671732536,136.80834827382554,127.3971403126002,21881.09902173913,3.6,257.4243225806452,91.9499969482422,"6,187.96",1093.35,431.95,131.52,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-10-14,142.42999267578125,143.3000030517578,142.16000366210938,143.11000061035156,602000,130.2873992919922,0.0,0.3576398913094802,0.357624415732416,132.89370880126953,126.65530490875244,130.80693466058847,0.0621252343310314,-114.83977414262726,-121.80110436529576,136.6969034532733,127.21452232797668,21874.71172826087,3.6,257.4784193548387,91.79000091552734,"6,189.00",1102.54,437.63,132.81,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-10-15,143.49000549316406,144.5,143.13999938964844,143.30999755859375,878200,130.469482421875,0.0,0.1397505047789904,0.1397549808134002,132.89647979736327,126.77837505340575,130.76194102876002,0.0619662631207514,-112.81212139748824,-115.88727295177276,136.45390625373747,127.09882201774693,21872.582630434783,3.6,257.49645161290323,92.70999908447266,"6,202.28",1106.37,433.77,132.52,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-10-16,142.83999633789062,142.91000366210938,141.55999755859375,142.57000732421875,912600,129.79580688476562,0.0,-0.5163563233419599,-0.5163472136196834,132.8490124511719,126.89131763458252,130.6331231428941,0.059130541123852,-120.3140797229628,-115.98865842102606,136.2949654325791,126.90271065384668,21870.45353260869,3.6,257.5144838709677,92.51000213623048,"6,226.87",1112.82,433.54,132.81,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-10-17,142.61000061035156,142.86000061035156,140.42999267578125,140.47999572753906,1111300,127.89308166503906,0.0,-1.465954611285658,-1.46593735606253,132.73813690185546,127.0054001235962,130.26778427918012,0.0591997412558562,-137.0152837881782,-123.38049496954302,136.1611480485853,126.4484115827624,21868.324434782608,3.6,257.5325161290323,93.05999755859376,"6,240.07",1104.89,429.06,133.08,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-10-18,140.75999450683594,141.6699981689453,140.2100067138672,141.36000061035156,1505000,128.6942138671875,0.0,0.6264271850628944,0.6264077710213201,132.62770965576172,127.1329333114624,130.05797489091444,0.0590428238794933,-122.90073476725856,-126.74336609279982,135.9872252349325,126.17441874700108,21866.19533695652,3.6,257.5505483870968,92.6500015258789,"6,259.25",1109.8,433.59,134.65,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-10-21,141.99000549316406,142.22000122070312,141.41000366210938,141.91000366210938,1716300,129.19493103027344,0.0,0.3890796897163762,0.3890751169300266,132.5119027709961,127.24766117095947,129.9429023761623,0.0569650199546727,-220.301513671875,-160.07251074243723,135.7169549516789,126.02317566355546,21859.80804347826,3.6,257.6046451612903,93.1999969482422,"6,261.74",1103.25,428.96,133.72,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-10-22,132.57000732421875,133.75,129.82000732421875,130.14999389648438,3551600,118.48860931396484,0.0,-8.286949096010044,-8.286951841632117,132.22941818237305,127.3105583190918,128.41566330120264,0.0982662131975374,-73.62832007566932,-138.94352283826757,137.31107488191424,122.91779398405254,21857.678945652173,3.6,257.62267741935483,92.79000091552734,"6,279.31",1100.5,430.17,134.14,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-10-23,130.07000732421875,133.02999877929688,129.69000244140625,132.16000366210938,1933900,120.31853485107422,0.0,1.544379454388345,1.5443894123700508,131.95147735595702,127.38466423034669,127.33604617451886,0.1001292285572004,-60.38315084075708,-118.10432819610044,137.65646864419918,121.23502305501955,21855.549847826085,3.6,257.6407096774193,93.23999786376952,"6,296.88",1101.78,434.46,134.4,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-10-24,132.33999633789062,132.72999572753906,131.0399932861328,131.42999267578125,1281500,119.6539077758789,0.0,-0.5523690724120511,-0.5523896015006802,131.74608657836913,127.45168697357178,126.3117610547002,0.098521704567375,-67.1310817003704,-67.04751753893221,137.57921453203147,119.79463419233376,21853.42075,3.6,257.6587419354839,93.48999786376952,"6,286.11",1105.67,439.64,134.59,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-10-25,131.0500030517578,131.44000244140625,129.5,130.42999267578125,1342300,118.74352264404295,0.0,-0.7608613373865536,-0.7608486415179638,131.48427520751954,127.5070404815674,125.3026625999459,0.0981086881316733,-71.70984903971355,-66.40802719361363,137.346671770139,118.42760343738054,21851.29165217392,3.6,257.6767741935484,93.72000122070312,"6,269.84",1110.63,445.59,135.09,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-10-28,130.75,131.1999969482422,129.22999572753906,129.3000030517578,1525500,117.71478271484376,0.0,-0.866357193496381,-0.8663545651101057,131.1797946166992,127.55635498046875,124.2909452819323,0.09814799408395,-75.41067315523091,-71.41720129843823,136.81303464612446,117.19597566881696,21844.90435869565,3.6,257.730870967742,94.0999984741211,"6,270.60",1103.81,440.59,135.38,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-10-29,129.0500030517578,129.8800048828125,128.2899932861328,128.92999267578125,2190700,117.3779296875,0.0,-0.2861642438078293,-0.2861603441597915,130.8546322631836,127.60349281311036,123.36920986934132,0.0975926755935718,-67.31683577464445,-71.47911932319626,136.58859343960447,115.90733093783696,21842.775260869563,3.6,257.74890322580643,94.20999908447266,"6,296.60",1108.4,442.95,135.53,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-10-30,129.10000610351562,130.25999450683594,128.74000549316406,129.77999877929688,1353300,118.15177154541016,0.0,0.6592772448635209,0.659273732268395,130.56432418823243,127.64894931793214,122.67355142615052,0.0981843607396741,-62.54298298377448,-68.42349730454991,136.48738358197284,114.86052672686506,21840.64616304348,3.6,257.7669354838709,94.55999755859376,"6,275.07",1104.06,442.63,134.89,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-10-31,129.41000366210938,131.1199951171875,128.9499969482422,131.05999755859375,1864100,119.31708526611328,0.0,0.9862835501128542,0.9862854407183042,130.28772430419923,127.69808376312255,122.2260226048122,0.0989029749690714,-55.354128955069896,-61.73798257116289,136.23685814496392,114.13965400103216,21838.51706521739,3.6,257.7849677419355,94.12000274658205,"6,292.49",1110.82,448.2,136.28,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-11-01,131.52000427246094,131.55999755859375,129.77000427246094,130.72000122070312,1005000,119.00756072998048,0.0,-0.2594203755715951,-0.2594134238550039,129.99098892211913,127.74280570983886,121.79689435483466,0.0989042973505414,-57.26359476588923,-58.38690223491116,135.43305597631723,113.64704732568472,21836.387967391303,3.6,257.803,95.11000061035156,"6,252.95",1111.68,452.01,136.69,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-11-04,131.13999938964844,131.60000610351562,129.83999633789062,130.1999969482422,1106900,118.5341339111328,0.0,-0.3978000823171457,-0.3978123876699158,129.74056442260743,127.78037090301514,121.36185962900775,0.0987492565922402,-66.72949692997975,-59.78240688364624,134.8016408403094,113.0994936506574,21830.000673913044,3.6,257.8843,95.41999816894533,"6,253.39",1113.86,452.47,136.35,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-11-05,130.19000244140625,131.99000549316406,130.14999389648438,131.27000427246094,1590600,119.5082550048828,0.0,0.8218182406287688,0.8218063958524535,129.4623551940918,127.830192527771,121.11471234579108,0.0993503435089814,-60.27271013551725,-61.42193394379536,134.37038393114312,112.67861738111274,21827.87157608696,3.6,257.9114,95.4499969482422,"6,284.19",1112.75,451.67,136.81,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-11-06,131.27999877929688,132.58999633789062,131.0800018310547,132.35000610351562,1559600,120.49150848388672,0.0,0.8227331423049655,0.8227494234299915,129.20815734863282,127.88197616577148,121.03161849753718,0.0999669689731507,-55.98334788376161,-60.99518498308616,133.76429049581876,112.4699029245914,21825.74247826087,3.6,257.9385,95.4800033569336,"6,268.48",1110.8,454.45,137.19,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-11-07,132.6999969482422,133.82000732421875,132.6199951171875,133.00999450683594,1333700,121.09235382080078,0.0,0.4986689632670682,0.498661975830772,128.97919662475587,127.93067626953123,121.039716540639,0.0995977800698159,-51.67003133910312,-55.97536311946061,133.0528789796402,112.402920123143,21823.61338043478,3.6,257.9656,95.66000366210938,"6,277.14",1114.35,457.27,137.23,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-11-08,132.72999572753906,133.9499969482422,132.5,133.2899932861328,1301700,121.34727478027344,0.0,0.2105095788741628,0.2105178001989394,128.74501113891603,127.97796508789062,121.0807243059236,0.0997154935596274,-122.66279176349433,-76.77205699545296,132.08428781342445,112.52392675566732,21821.484282608693,3.6,257.9927,95.76000213623048,"6,266.96",1112.78,456.73,137.13,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-11-11,133.0,133.94000244140625,132.8000030517578,133.5399932861328,1319100,121.57489013671876,0.0,0.1875609667586486,0.1875735214140306,128.51501541137696,128.0261682510376,121.14661308336298,0.0995235882509691,-118.64132163673322,-97.6580482464435,130.89884101619268,112.83812263737178,21815.09698913044,3.6,258.074,95.6999969482422,"6,268.56",1113.35,458.61,136.96,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-11-12,133.69000244140625,133.72999572753906,132.44000244140625,133.35000610351562,1050600,121.40190887451172,0.0,-0.1422698758192342,-0.1422837084306683,128.2705126953125,128.07444660186766,121.1806525221828,0.0978328788644805,-121.69752570538157,-121.00054636853632,129.48688014358942,113.3433261552387,21812.967891304343,3.6,258.1011,95.8499984741211,"6,293.51",1116.2,459.28,136.7,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-11-13,132.6999969482422,134.38999938964844,132.50999450683594,134.1300048828125,1074500,122.1120147705078,0.0,0.5849259419541175,0.5849215243642458,127.99330657958984,128.12153057098388,121.3048341552928,0.0961761638316114,-101.27823498511644,-113.87236077574369,128.09120995767688,113.97061712972544,21810.83879347826,3.6,258.1282,95.8000030517578,"6,292.42",1119.99,458.56,137.06,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-11-14,133.83999633789062,134.47999572753906,133.27999877929688,133.9499969482422,1018100,121.94816589355467,0.0,-0.1342040766550201,-0.1341791610441123,127.68420989990234,128.16931716918944,121.3906117203944,0.0961333407640444,-102.452744608892,-108.47616843312996,127.0375826669558,114.42975284329812,21808.70969565217,3.6,258.1553,95.66999816894533,"6,317.09",1118.43,463.62,137.6,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
2019-11-15,133.88999938964844,134.69000244140625,133.35000610351562,133.57000732421875,1450000,121.60218048095705,0.0,-0.2836802035689922,-0.2837151424644246,127.34827255249024,128.21112144470214,121.4188208884694,0.0927284510448725,-104.49692559682046,-102.7426350636096,125.48079032167534,115.2773418499555,21806.580597826087,3.6,258.1824,96.4800033569336,"6,341.03",1124.7,464.46,137.84,8013,0.037599999999999995,5230,2783,1098,"1,169",2267,516,84,432,36,396,-0.4415,259,262,-0.0246,1.52,1.5,-0.4275,2001,7.72,0.82,0.0649,0.34729999999999994,0.0644,0.049400000000000006,0.24969999999999998,0.0833,516,0.0644,516,0.0644
