date,open,high,low,close,volume,adjclose,dividends,splits,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower,GDP,UNRATE,CPIAUCSL,world_index,consumer_goods,consumer_services,technology,financials,Revenue,Revenue Growth (YoY),Cost of Revenue,Gross Profit,"Selling, General & Admin",Research & Development,Other Operating Expenses,Operating Expenses,Operating Income,Interest Expense / Income,Other Expense / Income,Pretax Income,Income Tax,Net Income,Net Income Growth,Shares Outstanding (Basic),Shares Change,EPS (Basic),EPS (Diluted),EPS Growth,Free Cash Flow,Free Cash Flow Per Share,Dividend Per Share,Dividend Growth,Gross Margin,Operating Margin,Profit Margin,Free Cash Flow Margin,Effective Tax Rate,EBITDA,EBITDA Margin,Depreciation & Amortization,EBIT,EBIT Margin
2015-08-14,100.73302459716795,101.25737762451172,100.52328491210938,101.13343811035156,1654133,84.83358764648438,0.0,0.0,0.5307079199841302,0.5306849684886261,83.31878250122071,81.13883483886718,84.27097451610076,0.0572451211392472,-260.6084761317117,-228.3399085827059,85.99131438088041,82.0700640981235,18417.653,5.058064516129032,237.80864516129031,72.95999908447266,"5,329.25",752.41,221.51,96.33,9775,-0.0466,6814,2961,1242,0,0,1242,1719,77,8.0,1634,440,1194,0.0864,782,-0.0018,1.52,1.51,0.0942,1167,1.49,0.517,0.1489,0.3029,0.1759,0.12210000000000001,0.11939999999999999,0.2693,1937,0.19820000000000002,226,1711,0.175
2015-08-17,100.63768768310548,101.3908462524414,99.82732391357422,101.32411193847656,2393720,84.9935302734375,0.0,0.0,0.1885368792831299,0.1885369125488756,83.35940765380859,81.18947898864747,84.36731528374567,0.0571916230219441,-383.0510914599163,-285.3346271361376,85.97996688217924,82.0742140260239,18418.74575,5.048387096774193,237.75687096774192,73.13999938964844,"5,320.93",750.34,219.97,96.24,9775,-0.0466,6814,2961,1242,0,0,1242,1719,77,8.0,1634,440,1194,0.0864,782,-0.0018,1.52,1.51,0.0942,1167,1.49,0.517,0.1489,0.3029,0.1759,0.12210000000000001,0.11939999999999999,0.2693,1937,0.19820000000000002,226,1711,0.175
2015-08-18,100.83789825439452,101.69593048095705,100.64722442626952,101.25737762451172,3594619,85.35356903076172,0.493845,0.0,-0.0658622243887685,0.4236072512412647,83.41491073608398,81.2397968673706,84.49881578334782,0.0571773601165433,-373.0603854353455,-338.9066510089911,86.11932698377457,82.04123133531722,18419.11,5.04516129032258,237.7396129032258,73.2300033569336,"5,274.92",747.08,218.07,95.43,9775,-0.0466,6814,2961,1242,0,0,1242,1719,77,8.0,1634,440,1194,0.0864,782,-0.0018,1.52,1.51,0.0942,1167,1.49,0.517,0.1489,0.3029,0.1759,0.12210000000000001,0.11939999999999999,0.2693,1937,0.19820000000000002,226,1711,0.175
2015-08-19,100.58048248291016,101.04763793945312,99.91312408447266,100.14193725585938,2611265,84.41332244873047,0.0,0.0,-1.1015892321334708,-1.1015902354269191,83.44681045532226,81.28332622528076,84.4874166720655,0.0550619543175023,-399.1512631549977,-385.08758001675307,86.15129464586632,82.07439734021766,18419.47425,5.041935483870968,237.7223548387097,72.41000366210938,"5,197.15",727.82,212.24,93.54,9775,-0.0466,6814,2961,1242,0,0,1242,1719,77,8.0,1634,440,1194,0.0864,782,-0.0018,1.52,1.51,0.0942,1167,1.49,0.517,0.1489,0.3029,0.1759,0.12210000000000001,0.11939999999999999,0.2693,1937,0.19820000000000002,226,1711,0.175
2015-08-20,99.23623657226562,99.44597625732422,97.81571197509766,97.85385131835938,4193442,82.48461151123047,0.0,0.0,-2.2848428941952825,-2.284841872764132,83.42078369140626,81.3190235900879,84.22037598395417,0.06020691607528,-334.3234762701769,-368.8450416201733,86.21164938692671,81.91989129300494,18419.8385,5.038709677419354,237.70509677419355,70.69000244140625,"5,061.94",704.43,203.62,90.8,9775,-0.0466,6814,2961,1242,0,0,1242,1719,77,8.0,1634,440,1194,0.0864,782,-0.0018,1.52,1.51,0.0942,1167,1.49,0.517,0.1489,0.3029,0.1759,0.12210000000000001,0.11939999999999999,0.2693,1937,0.19820000000000002,226,1711,0.175
2015-08-21,97.1197509765625,97.2913589477539,94.2405776977539,94.26918029785156,7715896,79.46296691894531,0.0,0.0,-3.663290685254061,-3.6632828074528168,83.33224395751954,81.34106994628907,83.58605477528633,0.0696326189936157,-181.0794665210749,-304.85140198208313,86.80072506119089,81.05845844100637,18420.20275,5.035483870967742,237.6878387096774,68.55999755859375,"4,877.51",678.61,196.68,86.63,9775,-0.0466,6814,2961,1242,0,0,1242,1719,77,8.0,1634,440,1194,0.0864,782,-0.0018,1.52,1.51,0.0942,1167,1.49,0.517,0.1489,0.3029,0.1759,0.12210000000000001,0.11939999999999999,0.2693,1937,0.19820000000000002,226,1711,0.175
2015-08-24,88.02460479736328,93.8973617553711,82.94314575195312,90.83705139160156,8065813,76.56990051269531,0.0,0.0,-3.640775166821109,-3.6407732034483664,83.19943786621094,81.34305873870849,82.6505675402742,0.0765311877464657,-32.7533930486368,-182.71877861329617,87.92927220657293,79.45861231491145,18421.2955,5.025806451612903,237.636064516129,65.94999694824219,"4,822.70",675.76,194.59,85.21,9775,-0.0466,6814,2961,1242,0,0,1242,1719,77,8.0,1634,440,1194,0.0864,782,-0.0018,1.52,1.51,0.0942,1167,1.49,0.517,0.1489,0.3029,0.1759,0.12210000000000001,0.11939999999999999,0.2693,1937,0.19820000000000002,226,1711,0.175
2015-08-25,93.7638931274414,93.94503021240234,89.43559265136719,89.54999542236328,6383044,75.4849624633789,0.0,0.0,-1.4168843544796972,-1.4169249823388852,83.05469024658203,81.33962284088135,81.6951535300215,0.0771597237486066,-38.32910856383323,-84.05398937784825,88.90963400976132,77.69373360498479,18421.65975,5.02258064516129,237.6188064516129,66.37999725341797,"4,963.61",700.58,204.69,88.33,9775,-0.0466,6814,2961,1242,0,0,1242,1719,77,8.0,1634,440,1194,0.0864,782,-0.0018,1.52,1.51,0.0942,1167,1.49,0.517,0.1489,0.3029,0.1759,0.12210000000000001,0.11939999999999999,0.2693,1937,0.19820000000000002,226,1711,0.175
2015-08-26,91.7808837890625,93.31581115722656,90.66544342041016,93.26814270019533,5521783,78.61915588378906,0.0,0.0,4.152035140030286,4.15207654363039,82.96206985473633,81.35162158966064,81.28502051052385,0.0891708411701407,-22.2218562715772,-31.101452628015668,88.96724575666774,77.0578610548557,18422.024,5.019354838709678,237.6015483870968,68.08999633789062,"5,054.79",714.89,209.66,90.52,9775,-0.0466,6814,2961,1242,0,0,1242,1719,77,8.0,1634,440,1194,0.0864,782,-0.0018,1.52,1.51,0.0942,1167,1.49,0.517,0.1489,0.3029,0.1759,0.12210000000000001,0.11939999999999999,0.2693,1937,0.19820000000000002,226,1711,0.175
2015-08-27,94.51705169677734,95.81363677978516,93.782958984375,95.2320785522461,5281478,80.27461242675781,0.0,0.0,2.1056877463119683,2.105665628636056,82.90095947265625,81.36992847442627,81.15029943268839,0.0920150069835773,-13.714131118809144,-24.755031984739784,88.85687016750907,76.76831675265694,18422.38825,5.016129032258064,237.58429032258064,69.86000061035156,"5,068.66",714.37,210.22,90.28,9775,-0.0466,6814,2961,1242,0,0,1242,1719,77,8.0,1634,440,1194,0.0864,782,-0.0018,1.52,1.51,0.0942,1167,1.49,0.517,0.1489,0.3029,0.1759,0.12210000000000001,0.11939999999999999,0.2693,1937,0.19820000000000002,226,1711,0.175
2015-08-28,94.87933349609376,95.5752944946289,94.48845672607422,95.35601806640624,3625352,80.37909698486328,0.0,0.0,0.1301447117865395,0.1301589069655051,82.82066665649414,81.38989978790283,81.04747243964503,0.0897228191810191,-13.672896074598295,-16.53629448832814,88.74165461689876,76.52045323222234,18422.7525,5.012903225806451,237.5670322580645,69.87999725341797,"5,045.79",708.06,208.55,89.54,9775,-0.0466,6814,2961,1242,0,0,1242,1719,77,8.0,1634,440,1194,0.0864,782,-0.0018,1.52,1.51,0.0942,1167,1.49,0.517,0.1489,0.3029,0.1759,0.12210000000000001,0.11939999999999999,0.2693,1937,0.19820000000000002,226,1711,0.175
2015-08-31,94.96514129638672,95.69923400878906,94.47891998291016,94.6409912109375,4449272,79.77638244628906,0.0,0.0,-0.749849742017128,-0.7498398976635956,82.73135818481445,81.40673946380615,80.87799377386425,0.0893793182400541,-16.8868962739502,-14.757974489119135,88.64918107376285,76.21756544723324,18423.84525,5.003225806451613,237.51525806451613,69.2300033569336,"4,918.04",692.3,201.63,86.6,9611,-0.0492,6654,2957,1202,0,0,1202,1755,72,-12.0,1695,431,1264,0.08310000000000001,782,-0.001,1.62,1.6,0.08839999999999999,1450,1.85,0.517,0.1489,0.3077,0.1826,0.1315,0.1509,0.25429999999999997,1986,0.2066,219,1767,0.1839
2015-09-01,92.45777893066406,92.89632415771484,90.97052001953124,91.48533630371094,4485040,77.11634826660156,0.0,0.0,-3.334342621362852,-3.334363000827245,82.58836883544922,81.41008209228515,80.37644103956256,0.0945085093564451,-31.071638530247583,-20.54381029293195,88.72529923846686,75.48648130962884,18424.2095,5.0,237.498,67.16999816894531,"4,991.64",706.17,206.95,87.8,9611,-0.0492,6654,2957,1202,0,0,1202,1755,72,-12.0,1695,431,1264,0.08310000000000001,782,-0.001,1.62,1.6,0.08839999999999999,1450,1.85,0.517,0.1489,0.3077,0.1826,0.1315,0.1509,0.25429999999999997,1986,0.2066,219,1767,0.1839
2015-09-02,92.50544738769533,93.43975067138672,92.00968933105467,93.43975067138672,4005897,78.76380920410156,0.0,0.0,2.136314350080726,2.1363316268614208,82.48808578491212,81.4227252960205,80.1614234615011,0.0974580685288296,-22.286484958085246,-23.4150065874276,88.49125499923358,75.14153613846173,18424.57375,5.0,237.50583333333333,68.2300033569336,"5,025.21",706.76,206.59,88.23,9611,-0.0492,6654,2957,1202,0,0,1202,1755,72,-12.0,1695,431,1264,0.08310000000000001,782,-0.001,1.62,1.6,0.08839999999999999,1450,1.85,0.517,0.1489,0.3077,0.1826,0.1315,0.1509,0.25429999999999997,1986,0.2066,219,1767,0.1839
2015-09-03,93.92596435546876,95.01280975341795,93.782958984375,93.9736328125,3277113,79.21382141113281,0.0,0.0,0.571365117390843,0.571343884429365,82.40735870361328,81.43864238739013,80.035076521452,0.0977245229085318,-19.88677625596784,-24.41496658143348,88.18333635329401,74.91066846848332,18424.938,5.0,237.5136666666667,68.12000274658203,"4,948.16",699.8,203.6,86.65,9611,-0.0492,6654,2957,1202,0,0,1202,1755,72,-12.0,1695,431,1264,0.08310000000000001,782,-0.001,1.62,1.6,0.08839999999999999,1450,1.85,0.517,0.1489,0.3077,0.1826,0.1315,0.1509,0.25429999999999997,1986,0.2066,219,1767,0.1839
2015-09-04,92.77238464355467,93.14420318603516,91.58067321777344,92.0859603881836,3832407,77.62267303466797,0.0,0.0,-2.0087256050670743,-2.0086751883948595,82.30664489746094,81.44336498260498,79.71342272321412,0.0985958698969615,-28.371640767870986,-23.514967327307943,87.93201865570359,74.49047508819291,18425.30225,5.0,237.5215,66.88999938964844,"5,051.18",716.16,209.48,88.73,9611,-0.0492,6654,2957,1202,0,0,1202,1755,72,-12.0,1695,431,1264,0.08310000000000001,782,-0.001,1.62,1.6,0.08839999999999999,1450,1.85,0.517,0.1489,0.3077,0.1826,0.1315,0.1509,0.25429999999999997,1986,0.2066,219,1767,0.1839
2015-09-08,94.20244598388672,95.16534423828124,93.8020248413086,95.15581512451172,3896705,80.21033477783203,0.0,0.0,3.3336837921734253,3.333641630723494,82.25480499267579,81.4620553970337,79.77967766382984,0.1041060176924123,-15.094656871999568,-21.117691298612723,87.30302437205833,74.55957862476785,18426.75925,5.0,237.55283333333333,68.91999816894531,"4,972.78",708.25,206.8,87.57,9611,-0.0492,6654,2957,1202,0,0,1202,1755,72,-12.0,1695,431,1264,0.08310000000000001,782,-0.001,1.62,1.6,0.08839999999999999,1450,1.85,0.517,0.1489,0.3077,0.1826,0.1315,0.1509,0.25429999999999997,1986,0.2066,219,1767,0.1839
2015-09-09,95.75643157958984,96.30938720703124,94.04036712646484,94.25011444091795,3454589,79.4468765258789,0.0,0.0,-0.9518080239327876,-0.951820303540396,82.21472625732422,81.47629508972167,79.73530417876972,0.1010681690663504,-21.18587611341161,-21.55072458442731,86.89337540387707,74.48733367205067,18427.1235,5.0,237.56066666666663,68.0,"4,978.91",709.98,209.06,87.96,9611,-0.0492,6654,2957,1202,0,0,1202,1755,72,-12.0,1695,431,1264,0.08310000000000001,782,-0.001,1.62,1.6,0.08839999999999999,1450,1.85,0.517,0.1489,0.3077,0.1826,0.1315,0.1509,0.25429999999999997,1986,0.2066,219,1767,0.1839
2015-09-10,94.11663818359376,95.4799575805664,93.67808532714844,94.9079360961914,3696363,80.00139617919922,0.0,0.0,0.6979531634264458,0.6979753988687998,82.1838185119629,81.48736808776856,79.77078311216033,0.1003770952922648,-20.50254991760823,-18.9276943010064,86.4263135040667,74.5143587981794,18427.48775,5.0,237.5685,68.13999938964844,"4,995.59",715.69,210.18,88.38,9611,-0.0492,6654,2957,1202,0,0,1202,1755,72,-12.0,1695,431,1264,0.08310000000000001,782,-0.001,1.62,1.6,0.08839999999999999,1450,1.85,0.517,0.1489,0.3077,0.1826,0.1315,0.1509,0.25429999999999997,1986,0.2066,219,1767,0.1839
2015-09-11,94.8316650390625,94.99373626708984,93.84016418457033,94.97467041015624,2682066,80.0576400756836,0.0,0.0,0.0703147878984511,0.0703036436494164,82.14012084960937,81.4985640335083,79.80903070729676,0.1004040150664602,-21.58801100494309,-21.09214567865424,85.91827853136353,74.58958127088256,18427.852,5.0,237.5763333333333,68.08999633789062,"4,983.42",711.53,209.7,88.14,9611,-0.0492,6654,2957,1202,0,0,1202,1755,72,-12.0,1695,431,1264,0.08310000000000001,782,-0.001,1.62,1.6,0.08839999999999999,1450,1.85,0.517,0.1489,0.3077,0.1826,0.1315,0.1509,0.25429999999999997,1986,0.2066,219,1767,0.1839
2015-09-14,95.34648895263672,95.34648895263672,94.3168487548828,94.59332275390624,2627628,79.73619079589844,0.0,0.0,-0.4015256432089886,-0.4015223025326087,82.09527221679687,81.50573741912842,79.79931871911032,0.1004223279239276,-141.1069501266424,-61.06583701639784,85.23855846080386,74.75956165638365,18428.94475,5.0,237.5998333333333,67.95999908447266,"5,054.79",717.65,212.36,89.3,9611,-0.0492,6654,2957,1202,0,0,1202,1755,72,-12.0,1695,431,1264,0.08310000000000001,782,-0.001,1.62,1.6,0.08839999999999999,1450,1.85,0.517,0.1489,0.3077,0.1826,0.1315,0.1509,0.25429999999999997,1986,0.2066,219,1767,0.1839
2015-09-15,94.99373626708984,96.04244232177734,94.65052795410156,95.64202880859376,3144531,80.62016296386719,0.0,0.0,1.1086470209063393,1.1086210153071765,82.0701821899414,81.51653888702393,79.90876461841124,0.1011936460808546,-177.98335412828163,-113.55943841995564,84.47940280224908,75.08138058398139,18429.309,5.0,237.60766666666663,68.62000274658203,"5,131.00",723.91,213.44,89.89,9611,-0.0492,6654,2957,1202,0,0,1202,1755,72,-12.0,1695,431,1264,0.08310000000000001,782,-0.001,1.62,1.6,0.08839999999999999,1450,1.85,0.517,0.1489,0.3077,0.1826,0.1315,0.1509,0.25429999999999997,1986,0.2066,219,1767,0.1839
2015-09-16,95.9947738647461,96.4142608642578,95.69923400878906,96.25218963623048,3402248,81.13452911376953,0.0,0.0,0.63796307464139,0.6380117962957677,82.04802230834962,81.5299517440796,80.07219988445901,0.1014696712021486,-180.6844077687864,-166.59157067457008,83.53685217217924,75.602027222352,18429.67325,5.0,237.6155,69.31999969482422,"5,136.16",726.12,211.87,88.99,9611,-0.0492,6654,2957,1202,0,0,1202,1755,72,-12.0,1695,431,1264,0.08310000000000001,782,-0.001,1.62,1.6,0.08839999999999999,1450,1.85,0.517,0.1489,0.3077,0.1826,0.1315,0.1509,0.25429999999999997,1986,0.2066,219,1767,0.1839
2015-09-17,96.2235870361328,97.52017211914062,95.63249969482422,95.8422393798828,2833529,80.7889404296875,0.0,0.0,-0.4259126549712722,-0.4259452638191052,82.04886016845703,81.54824886322021,80.16776529048947,0.100818674686143,-155.45221998052364,-171.3733272925305,82.70115832808777,76.07528286453918,18430.0375,5.0,237.6233333333333,69.33000183105469,"5,071.25",715.18,209.1,87.43,9611,-0.0492,6654,2957,1202,0,0,1202,1755,72,-12.0,1695,431,1264,0.08310000000000001,782,-0.001,1.62,1.6,0.08839999999999999,1450,1.85,0.517,0.1489,0.3077,0.1826,0.1315,0.1509,0.25429999999999997,1986,0.2066,219,1767,0.1839
